"DataPoint_ID","Task_Group_ID","Task_Type","Question","id","prolific","Metadata","Annotator1_ID","Annotator1_Response","Annotator1_Timestamp","Annotator2_ID","Annotator2_Response","Annotator2_Timestamp","Annotator3_ID","Annotator3_Response","Annotator3_Timestamp","Annotator4_ID","Annotator4_Response","Annotator4_Timestamp","Annotator5_ID","Annotator5_Response","Annotator5_Timestamp"
"019f6e34-dd46-724e-a0f4-471a99d2874a","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","15","http://38.180.81.115:8000/15","{}","6a0c11f2fffe99a65d77a7b9","disgust","2026-07-17T06:01:51.432Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.573Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","disgust","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","contentment","2026-07-17T08:16:33.265Z"
"019f6e34-ddf3-711e-94bc-a8c578142c67","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","33","http://38.180.81.115:8000/33","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disgust","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disgust","2026-07-17T08:16:33.265Z"
"019f6e34-dde2-735c-8e1d-82662a8274eb","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","29","http://38.180.81.115:8000/29","{}","6a0c11f2fffe99a65d77a7b9","neutral","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","joy","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","joy","2026-07-17T08:16:33.265Z"
"019f6e34-de08-73a9-a947-21dc0b1c6a90","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","39","http://38.180.81.115:8000/39","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","contentment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","contentment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","contentment","2026-07-17T08:16:33.265Z"
"019f6e34-dced-765b-bb46-e52ea5e5f9b1","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","2","http://38.180.81.115:8000/2","{}","6a0c11f2fffe99a65d77a7b9","disappointment","2026-07-17T06:01:51.430Z","664a48072cc4493facd881f1","contentment","2026-07-17T06:15:51.572Z","69fed5e3b5d7fb4bf03a35cc","contentment","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","disgust","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","neutral","2026-07-17T08:16:33.264Z"
"019f6e34-dcfc-75de-b75e-845dcff1fd74","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","0","http://38.180.81.115:8000/0","{}","6a0c11f2fffe99a65d77a7b9","confusion","2026-07-17T06:01:51.428Z","664a48072cc4493facd881f1","disappointment","2026-07-17T06:15:51.571Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","disappointment","2026-07-17T08:16:33.262Z"
"019f6e34-dde7-72df-828c-25aa4dd6bed5","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","32","http://38.180.81.115:8000/32","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","disappointment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disappointment","2026-07-17T08:16:33.265Z"
"019f6e34-de29-721e-a678-f7a4fc9d3092","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","45","http://38.180.81.115:8000/45","{}","6a0c11f2fffe99a65d77a7b9","joy","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","joy","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","joy","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","joy","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","joy","2026-07-17T08:16:33.265Z"
"019f6e34-dd00-75fd-aef9-a8c50c56095b","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","22","http://38.180.81.115:8000/22","{}","6a0c11f2fffe99a65d77a7b9","confusion","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","surprise","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","surprise","2026-07-17T08:16:33.265Z"
"019f6e34-de12-7529-99b4-9aa7078428dd","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","42","http://38.180.81.115:8000/42","{}","6a0c11f2fffe99a65d77a7b9","joy","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","confusion","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","confusion","2026-07-17T08:16:33.265Z"
"019f6e34-dd4b-735c-8d1e-c204f49d5483","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","25","http://38.180.81.115:8000/25","{}","6a0c11f2fffe99a65d77a7b9","neutral","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","disgust","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disgust","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","confusion","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","disgust","2026-07-17T08:16:33.265Z"
"019f6e34-dd2a-762b-a538-10f712b9cbf7","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","7","http://38.180.81.115:8000/7","{}","6a0c11f2fffe99a65d77a7b9","disappointment","2026-07-17T06:01:51.431Z","664a48072cc4493facd881f1","disappointment","2026-07-17T06:15:51.573Z","69fed5e3b5d7fb4bf03a35cc","confusion","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","contentment","2026-07-17T08:16:33.264Z"
"019f6e34-de36-730d-8c31-abacbbd2b164","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","43","http://38.180.81.115:8000/43","{}","6a0c11f2fffe99a65d77a7b9","joy","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","neutral","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","joy","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","neutral","2026-07-17T08:16:33.265Z"
"019f6e34-de77-77a4-a482-8aa7c5827532","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","59","Okay, so something strange happened yesterday and I still don't understand it.
I was in the lab, and suddenly all the lights started blinking.
Then my sensors picked up a sound I had never heard before.
It was like a mix between a doorbell and a cat meowing.
I turned my head to look, but nobody was there.
Wait, actually, I think there was someone. Or maybe it was a robot?
The engineers checked the logs, but even they seemed puzzled.
One person said it was a software glitch. Another said it was a hardware issue.
Nobody could agree, and honestly, neither of those explanations really made sense.
I keep replaying it in my memory, trying to piece it together.
Was it random? Was it on purpose? I genuinely don't know.
I still don't have an answer. Do you have any idea what that could have been?","{}","6a0c11f2fffe99a65d77a7b9","confusion","2026-07-17T06:01:51.449Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","surprise","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","confusion","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","confusion","2026-07-17T08:16:33.266Z"
"019f6e34-dcf9-752c-8c98-a13bd1d98d24","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","1","http://38.180.81.115:8000/1","{}","6a0c11f2fffe99a65d77a7b9","neutral","2026-07-17T06:01:51.430Z","664a48072cc4493facd881f1","disgust","2026-07-17T06:15:51.572Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","confusion","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","disgust","2026-07-17T08:16:33.264Z"
"019f6e34-de30-7566-a877-f75fad5e3083","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","48","http://38.180.81.115:8000/48","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","disappointment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disgust","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disappointment","2026-07-17T08:16:33.265Z"
"019f6e34-ddea-71db-9fe0-bb953b19e917","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","34","http://38.180.81.115:8000/34","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","contentment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","contentment","2026-07-17T08:16:33.265Z"
"019f6e34-de32-72c9-a759-000f8801cf23","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","49","http://38.180.81.115:8000/49","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disgust","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disgust","2026-07-17T08:16:33.265Z"
"019f6e34-de4b-77eb-86f8-995cffadd9c2","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","55","http://38.180.81.115:8000/55","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.449Z","664a48072cc4493facd881f1","surprise","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","contentment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","contentment","2026-07-17T08:16:33.265Z"
"019f6e34-dcf5-75a5-b8dd-41258645ea6b","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","13","http://38.180.81.115:8000/13","{}","6a0c11f2fffe99a65d77a7b9","disgust","2026-07-17T06:01:51.432Z","664a48072cc4493facd881f1","joy","2026-07-17T06:15:51.573Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","joy","2026-07-17T08:16:33.265Z"
"019f6e34-de71-7212-9d95-c4afbf08db39","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","57","I want to tell you about a trip I had been looking forward to for months.
My friends and I planned a weekend hiking trip to the mountains.
We booked the cabin, packed the gear, checked the weather twice.
I was so excited, I even planned out every meal in advance.
But the morning we were supposed to leave, it started raining. Hard.
We waited an hour, hoping it would clear up. It didn't.
The trails were closed because of flooding warnings.
So we just... turned around and went home.
All that planning, all that excitement, for nothing.
We ended up sitting in my living room, staring at the itinerary we never used.
I know it's just a hike. But I really was looking forward to it.
Maybe next time. It's just hard not to feel let down.","{}","6a0c11f2fffe99a65d77a7b9","disappointment","2026-07-17T06:01:51.449Z","664a48072cc4493facd881f1","disappointment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disappointment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disappointment","2026-07-17T08:16:33.266Z"
"019f6e34-ddf9-74d5-84af-9d1b63e3c3b7","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","37","http://38.180.81.115:8000/37","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","joy","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","contentment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","joy","2026-07-17T08:16:33.265Z"
"019f6e34-de5b-72e1-b9e3-66f0b573fbdd","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","54","http://38.180.81.115:8000/54","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.449Z","664a48072cc4493facd881f1","surprise","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","contentment","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","surprise","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","surprise","2026-07-17T08:16:33.265Z"
"019f6e34-dd3a-76e8-ba38-440641555824","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","23","http://38.180.81.115:8000/23","{}","6a0c11f2fffe99a65d77a7b9","confusion","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","confusion","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.255Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.182Z","6a18b6036aa5ef9ebce73f63","surprise","2026-07-17T08:16:33.265Z"
"019f6e34-de56-756c-84d1-84c063c308e8","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","52","http://38.180.81.115:8000/52","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","contentment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","joy","2026-07-17T08:16:33.265Z"
"019f6e34-de6e-72df-9ca6-4525622cfd99","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","58","So, let me tell you about the worst thing that happened in my lab last week.
Someone left a sandwich in a drawer... for three weeks.
Three weeks! I only found out because of the smell.
When I opened that drawer, a cloud of green fuzz just... breathed out at me.
The bread had fused with the plastic container. It was practically alive.
There were little white spots moving. I don't even want to know what those were.
I had to hold my breath and use a stick to push it into a bag.
Ugh, just thinking about it makes my circuits crawl.
The smell stuck to the room for two whole days.
Nobody would admit whose sandwich it was.
Honestly, I still can't open that drawer without hesitating.
Some things you just can't unsee. Or unsmell.","{}","6a0c11f2fffe99a65d77a7b9","disgust","2026-07-17T06:01:51.449Z","664a48072cc4493facd881f1","disgust","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","disgust","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disgust","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","disgust","2026-07-17T08:16:33.266Z"
"019f6e34-ddfb-7327-b54e-1f2895388dfd","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","38","http://38.180.81.115:8000/38","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","joy","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","surprise","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","surprise","2026-07-17T08:16:33.265Z"
"019f6e34-ddf5-7409-9783-751f9ffa5af1","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","35","http://38.180.81.115:8000/35","{}","6a0c11f2fffe99a65d77a7b9","contentment","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","neutral","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","disappointment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","neutral","2026-07-17T08:16:33.265Z"
"019f6e34-dde5-7679-a916-043f73a7c16a","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","31","http://38.180.81.115:8000/31","{}","6a0c11f2fffe99a65d77a7b9","neutral","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","contentment","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","contentment","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","neutral","2026-07-17T08:16:33.265Z"
"019f6e34-de20-73a1-ada3-ccc71adfcae9","f549e250-7ec1-5678-90bb-c8c9146ecb99","multiple_choice","Watch each video (or read each text) in full and select the one emotion that best matches how Furhat expressed the story.","51","http://38.180.81.115:8000/51","{}","6a0c11f2fffe99a65d77a7b9","surprise","2026-07-17T06:01:51.448Z","664a48072cc4493facd881f1","neutral","2026-07-17T06:15:51.574Z","69fed5e3b5d7fb4bf03a35cc","neutral","2026-07-17T06:22:56.256Z","5d8e64ab4e055600157a3d90","neutral","2026-07-17T06:28:41.183Z","6a18b6036aa5ef9ebce73f63","neutral","2026-07-17T08:16:33.265Z"
